Name,Spectral Type,Age Category,plx_mas,plx_mas_err,F200W,F200W_err,F115W,F115W_err,F182M,F182M_err,F212N,F212N_err,F140M,F140M_err,F162M,F162M_err,F210M,F210M_err,F150W,F150W_err,F164N,F164N_err,F187N,F187N_err
HD 89744B,10.0,Field,26.0,0.5,13.822,0.001,15.116,0.002,13.984,0.002,13.560,0.004,14.715,0.003,13.988,0.002,13.653,0.002,14.399,0.001,13.909,0.005,14.054,0.007
HIP 11161B,11.5,Field,12.649,0.026,15.665,0.007,16.863,0.003,15.870,0.012,15.337,0.013,16.643,0.012,15.772,0.004,15.447,0.006,16.243,0.005,15.654,0.013,16.041,0.083
HIP 112422B,11.5,Field,15.5,0.8,14.971,0.016,16.449,0.006,15.156,0.029,14.651,0.016,15.970,0.023,15.189,0.009,14.778,0.009,15.635,0.011,15.152,0.024,15.452,0.183
HIP 115819B,8.0,Field,17.5,0.5,14.195,0.006,15.307,0.003,14.336,0.009,13.971,0.011,14.977,0.009,14.338,0.006,14.051,0.006,14.711,0.005,14.261,0.012,14.422,0.053
HIP 13589B,7.5,Field,13.1,0.3,13.988,0.003,15.146,0.003,14.111,0.005,13.817,0.008,14.672,0.004,14.157,0.004,13.868,0.004,14.458,0.003,14.091,0.008,14.158,0.022
HIP 2397B,10.5,Field,28.1,0.4,13.698,0.003,14.917,0.003,13.859,0.005,13.430,0.008,14.556,0.005,13.842,0.004,13.528,0.004,14.252,0.003,13.768,0.010,13.958,0.026
HIP 26653B,11.5,Field,36.0,0.4,13.638,0.003,15.037,0.002,13.837,0.006,13.317,0.006,14.658,0.006,13.824,0.003,13.434,0.003,14.292,0.003,13.756,0.007,13.927,0.029
HIP 32728B,6.5,Field,19.33,0.24,13.821,0.002,14.739,0.004,13.934,0.003,13.622,0.005,14.429,0.005,13.880,0.003,13.695,0.002,14.202,0.002,13.811,0.007,14.033,0.017
HIP 38939B,24.5,Field,54.157,0.018,16.227,0.012,16.317,0.003,16.664,0.022,15.488,0.018,17.683,0.026,15.663,0.007,15.702,0.011,16.376,0.007,15.923,0.020,16.922,0.145
HIP 51877B,9.5,Field,19.3,0.6,14.293,0.006,15.578,0.004,14.458,0.010,14.040,0.010,15.179,0.009,14.477,0.004,14.121,0.005,14.871,0.005,14.407,0.014,14.537,0.053
HIP 58918B,7.0,Field,16.24,0.22,13.703,0.009,14.692,0.004,13.819,0.014,13.495,0.014,14.295,0.011,13.792,0.006,13.580,0.007,14.087,0.006,13.755,0.014,13.893,0.069
HIP 59310B,7.0,Field,21.82,0.14,12.876,0.005,13.941,0.002,12.962,0.008,12.752,0.009,13.461,0.006,13.023,0.003,12.791,0.004,13.283,0.003,12.974,0.009,13.067,0.043
HIP 59933B,11.0,Field,15.45,0.08,14.972,0.003,16.379,0.003,15.143,0.004,14.683,0.007,15.929,0.004,15.165,0.003,14.795,0.004,15.598,0.003,15.105,0.008,15.190,0.017
HIP 6217C,9.5,Field,9.0,0.4,14.661,0.007,15.685,0.004,14.774,0.011,14.512,0.016,15.304,0.011,14.814,0.005,14.554,0.007,15.099,0.006,14.749,0.014,14.835,0.067
HIP 63506C,11.0,Field,23.1,0.4,14.316,0.003,15.440,0.002,14.482,0.005,14.025,0.006,15.177,0.005,14.395,0.003,14.136,0.003,14.840,0.003,14.323,0.006,14.594,0.025
HIP 65706B,7.0,Field,24.1,0.12,12.475,0.005,13.566,0.003,12.592,0.007,12.323,0.012,13.145,0.006,12.640,0.005,12.362,0.006,12.938,0.004,12.592,0.012,12.682,0.027
HIP 73169B,12.5,Field,22.355,0.022,14.814,0.005,16.334,0.004,15.042,0.010,14.466,0.010,15.919,0.011,15.044,0.005,14.584,0.005,15.535,0.005,14.969,0.013,15.204,0.049
HIP 76456B,6.5,Field,28.32,0.08,12.658,0.005,13.528,0.009,12.748,0.007,12.517,0.021,13.256,0.008,12.736,0.009,12.560,0.009,13.046,0.006,12.647,0.019,12.768,0.034
HIP 78916B,8.0,Field,11.73,0.26,14.489,0.004,15.391,0.003,14.603,0.006,14.311,0.011,15.124,0.006,14.572,0.004,14.369,0.005,14.889,0.003,14.488,0.011,14.662,0.025
HIP 78923B,8.0,Field,19.49,0.11,13.385,0.002,14.356,0.002,13.497,0.003,13.207,0.006,14.037,0.003,13.486,0.002,13.266,0.003,13.809,0.002,13.407,0.006,13.550,0.011
HIP 81910B,6.0,Field,21.23,0.06,11.682,0.001,12.645,0.002,11.767,0.002,11.564,0.004,12.247,0.003,11.816,0.002,11.599,0.002,12.069,0.001,11.755,0.004,11.796,0.010
HIP 85365B,15.5,Field,30.99,0.16,15.059,0.005,16.753,0.004,15.318,0.008,14.646,0.009,16.383,0.010,15.276,0.004,14.797,0.005,15.866,0.005,15.181,0.009,15.373,0.038
HIP 9269B,16.0,Field,40.442,0.026,14.703,0.005,16.524,0.005,14.998,0.009,14.281,0.009,16.079,0.011,14.997,0.006,14.419,0.005,15.562,0.006,14.896,0.011,15.064,0.040
HN Peg B,22.5,Field,55.15,0.03,15.455,0.004,16.355,0.003,15.839,0.007,14.791,0.008,17.189,0.013,15.178,0.004,15.000,0.004,16.000,0.004,15.125,0.007,16.091,0.035
Hya03,10.5,Field,17.9,1.2,14.618,0.009,16.033,0.004,14.795,0.016,14.346,0.009,15.598,0.012,14.820,0.005,14.441,0.006,15.260,0.006,14.756,0.011,14.821,0.048
Hya04,9.5,Young,17.8,1.0,14.579,0.003,15.876,0.003,14.746,0.004,14.335,0.007,15.466,0.005,14.763,0.003,14.409,0.003,15.160,0.003,14.693,0.008,14.826,0.023
Koenigstuhl 1B,9.5,Field,37.9,0.4,12.626,0.016,13.862,0.002,12.823,0.028,12.315,0.005,13.570,0.019,12.759,0.002,12.418,0.002,13.213,0.007,12.679,0.005,12.942,0.186
LEHPM 3396,9.0,Field,112.61,0.06,10.625,0.005,11.643,0.001,10.744,0.009,10.439,0.004,11.415,0.006,10.746,0.002,10.509,0.002,11.152,0.003,10.633,0.005,10.801,0.033
LHS 132,8.0,Young,88.29,0.06,10.339,0.001,11.352,0.001,10.460,0.001,10.149,0.004,11.037,0.002,10.451,0.002,10.213,0.001,10.798,0.001,10.360,0.004,10.534,0.004
LHS 1604,8.0,Field,68.12,0.07,10.466,0.001,11.495,0.001,10.598,0.001,10.266,0.003,11.136,0.002,10.581,0.002,10.325,0.001,10.897,0.001,10.508,0.004,10.693,0.006
LHS 2021,7.5,Field,59.81,0.07,10.960,0.001,12.132,0.001,11.074,0.001,10.789,0.003,11.671,0.002,11.141,0.002,10.846,0.001,11.452,0.001,11.069,0.004,11.121,0.005
LHS 2034,6.0,Field,73.86,0.07,10.293,0.001,11.328,0.001,10.407,0.001,10.124,0.003,10.930,0.002,10.434,0.001,10.175,0.001,10.723,0.001,10.361,0.004,10.474,0.004
LHS 2065,9.0,Field,115.49,0.07,10.187,0.002,11.535,0.002,10.320,0.003,9.989,0.005,11.011,0.003,10.418,0.002,10.060,0.002,10.764,0.002,10.351,0.005,10.355,0.013
LHS 2195,8.0,Field,59.98,0.11,11.493,0.001,12.588,0.001,11.616,0.002,11.291,0.003,12.216,0.002,11.636,0.002,11.367,0.002,11.978,0.001,11.561,0.004,11.661,0.007
LHS 2351,6.5,Field,47.1,0.1,11.590,0.001,12.552,0.001,11.704,0.002,11.411,0.003,12.238,0.002,11.703,0.002,11.472,0.001,12.019,0.001,11.626,0.004,11.760,0.006
LHS 2471,6.5,Field,67.14,0.1,10.519,0.001,11.493,0.002,10.621,0.002,10.361,0.003,11.137,0.002,10.642,0.001,10.416,0.001,10.933,0.001,10.570,0.004,10.670,0.005
LHS 248,6.5,Field,279.25,0.06,7.490,0.001,8.457,0.001,7.599,0.001,7.314,0.003,8.101,0.002,7.596,0.002,7.376,0.001,7.892,0.001,7.518,0.005,7.686,0.004
LHS 2803B,25.5,Field,55.028,0.024,17.105,0.105,16.941,0.008,17.632,0.256,16.323,0.045,18.488,0.276,16.373,0.012,16.511,0.022,17.123,0.042,16.689,0.060,17.375,0.981
LHS 2924,9.0,Field,91.16,0.1,11.034,0.002,12.278,0.002,11.169,0.003,10.826,0.003,11.855,0.004,11.218,0.001,10.899,0.002,11.590,0.002,11.142,0.004,11.216,0.024
LHS 3003,7.0,Young,141.79,0.06,9.151,0.001,10.208,0.002,9.253,0.002,8.992,0.004,9.822,0.002,9.284,0.002,9.048,0.002,9.602,0.002,9.207,0.005,9.292,0.005
LHS 4039C,8.5,Field,42.99,0.14,12.186,0.001,13.306,0.001,12.344,0.002,11.936,0.003,12.966,0.002,12.319,0.002,12.018,0.001,12.689,0.001,12.239,0.004,12.481,0.006
LHS 523,6.5,Field,91.84,0.05,10.106,0.002,10.988,0.002,10.216,0.003,9.925,0.005,10.641,0.002,10.186,0.002,9.992,0.002,10.459,0.001,10.110,0.004,10.287,0.016
LP 261-75B,16.0,Field,29.416,0.024,15.529,0.009,17.553,0.011,15.821,0.015,15.132,0.031,16.993,0.018,15.890,0.015,15.253,0.011,16.464,0.012,15.800,0.030,15.683,0.054
LP 368-128,6.0,Field,157.27,0.05,8.672,0.001,9.674,0.001,8.787,0.002,8.494,0.003,9.310,0.002,8.798,0.002,8.553,0.001,9.099,0.001,8.722,0.005,8.870,0.004
LP 412-31,8.0,Field,68.27,0.08,10.920,0.005,12.021,0.002,11.065,0.009,10.697,0.006,11.641,0.008,11.046,0.002,10.762,0.003,11.385,0.003,10.979,0.006,11.171,0.055
LP 851-346,7.5,Field,91.27,0.07,10.148,0.001,11.170,0.001,10.245,0.001,9.989,0.003,10.789,0.002,10.278,0.002,10.051,0.001,10.584,0.001,10.206,0.004,10.265,0.005
LP 944-20,9.0,Young,155.6,0.05,9.806,0.002,11.014,0.001,9.960,0.003,9.569,0.004,10.679,0.003,9.969,0.002,9.651,0.001,10.378,0.002,9.876,0.004,10.022,0.019
LSPM J0241+2553B,11.0,Field,13.11,0.2,15.861,0.009,17.315,0.006,16.050,0.015,15.564,0.013,16.897,0.018,16.055,0.008,15.662,0.007,16.520,0.009,15.974,0.017,16.118,0.083
LSPM J1336+2541B,14.0,Field,12.663,0.017,15.871,0.007,17.394,0.008,16.119,0.011,15.478,0.014,17.114,0.015,16.038,0.007,15.615,0.008,16.615,0.008,15.931,0.017,16.267,0.055
LSPM J1627+3328B,9.0,Field,20.91,0.25,13.788,0.002,14.993,0.002,13.927,0.003,13.584,0.006,14.584,0.003,13.974,0.002,13.650,0.002,14.327,0.002,13.908,0.006,13.943,0.013
LSPM J1717+5925B,9.0,Field,8.189,0.013,15.491,0.008,16.864,0.005,15.651,0.012,15.272,0.022,16.365,0.011,15.711,0.008,15.334,0.011,16.089,0.006,15.637,0.019,15.684,0.054
LSPM J2153+1157B,7.0,Field,19.17,0.26,13.670,0.003,14.687,0.002,13.786,0.004,13.490,0.009,14.341,0.004,13.800,0.003,13.553,0.004,14.120,0.002,13.723,0.010,13.880,0.021
LSR J0510+2713,8.0,Field,97.32,0.07,9.745,0.007,10.946,0.003,9.846,0.009,9.591,0.012,10.463,0.007,9.944,0.003,9.647,0.006,10.248,0.004,9.879,0.010,9.760,0.040
LSR J0602+3910,11.0,Young,85.76,0.13,11.200,0.001,12.597,0.001,11.374,0.002,10.921,0.003,12.222,0.002,11.417,0.002,11.027,0.001,11.880,0.001,11.322,0.004,11.395,0.005
NLTT 1011B,12.0,Field,18.4,1.1,14.626,0.003,15.941,0.002,14.846,0.005,14.254,0.006,15.682,0.004,14.737,0.003,14.390,0.003,15.255,0.002,14.651,0.007,14.968,0.026
NLTT 18587B,7.5,Field,10.11,0.03,15.591,0.005,16.588,0.003,15.726,0.007,15.353,0.010,16.338,0.006,15.694,0.005,15.448,0.006,16.077,0.004,15.577,0.013,15.880,0.036
NLTT 19109B,8.5,Field,9.71,0.06,15.920,0.019,16.890,0.007,16.067,0.031,15.682,0.027,16.599,0.027,16.019,0.010,15.767,0.015,16.367,0.015,15.918,0.023,16.010,0.155
NLTT 22073B,7.5,Field,23.17,0.29,13.952,0.006,14.904,0.003,14.075,0.009,13.734,0.012,14.718,0.007,14.035,0.005,13.821,0.006,14.442,0.004,13.920,0.010,14.197,0.046
NLTT 23716B,8.0,Field,25.5,0.3,13.574,0.005,14.532,0.003,13.695,0.008,13.339,0.011,14.305,0.008,13.632,0.005,13.438,0.005,14.019,0.004,13.537,0.011,13.743,0.039
NLTT 26746B,14.0,Field,24.602,0.021,15.078,0.003,16.503,0.003,15.338,0.005,14.656,0.007,16.303,0.007,15.166,0.003,14.802,0.004,15.764,0.003,15.073,0.009,15.501,0.026
NLTT 27966B,14.0,Field,19.108,0.027,15.041,0.007,16.543,0.006,15.284,0.012,14.671,0.011,16.196,0.012,15.184,0.006,14.789,0.006,15.733,0.006,15.095,0.014,15.399,0.062
NLTT 29395B,8.0,Field,12.4,0.4,14.993,0.005,16.004,0.003,15.117,0.007,14.799,0.010,15.748,0.007,15.096,0.004,14.864,0.005,15.477,0.004,14.996,0.011,15.195,0.029
NLTT 30510B,9.5,Field,15.1,1.1,15.246,0.011,16.210,0.005,15.409,0.016,14.939,0.022,16.060,0.016,15.205,0.008,15.049,0.011,15.701,0.007,15.108,0.018,15.572,0.088
NLTT 31450B,16.0,Field,25.888,0.02,14.676,0.003,16.411,0.004,14.917,0.005,14.322,0.007,15.952,0.006,14.949,0.004,14.442,0.004,15.493,0.003,14.858,0.009,14.996,0.020
NLTT 35593B,12.0,Field,20.367,0.022,15.208,0.004,16.658,0.004,15.410,0.007,14.881,0.009,16.253,0.007,15.413,0.004,15.003,0.005,15.883,0.004,15.364,0.011,15.490,0.037
NLTT 38489B,9.0,Field,9.06,0.03,15.843,0.005,16.967,0.003,15.994,0.006,15.617,0.013,16.663,0.008,15.973,0.005,15.693,0.006,16.377,0.005,15.884,0.011,16.103,0.037
NLTT 39312B,8.0,Field,5.6,0.6,15.777,0.009,16.573,0.005,15.901,0.012,15.585,0.027,16.443,0.012,15.800,0.009,15.636,0.012,16.183,0.007,15.712,0.022,15.959,0.056
NLTT 44368B,11.5,Field,23.4,0.5,13.804,0.002,15.020,0.002,13.995,0.004,13.501,0.005,14.744,0.004,13.926,0.002,13.605,0.002,14.379,0.002,13.832,0.006,14.073,0.020
NLTT 52268B,9.0,Field,21.0,0.4,14.103,0.003,15.250,0.003,14.245,0.005,13.877,0.009,14.889,0.004,14.250,0.003,13.957,0.004,14.625,0.003,14.171,0.008,14.293,0.021
NLTT 55219B,15.5,Field,25.63,0.04,15.669,0.006,16.981,0.004,15.942,0.009,15.202,0.013,16.896,0.012,15.692,0.006,15.376,0.007,16.304,0.007,15.560,0.017,16.071,0.039
NLTT 8245B,7.0,Field,17.3,0.27,13.954,0.004,15.110,0.002,14.095,0.005,13.739,0.009,14.729,0.005,14.132,0.004,13.811,0.004,14.483,0.003,14.053,0.009,14.173,0.031
PC 0025+0447,9.5,Young,13.2,1.6,15.276,0.003,16.479,0.002,15.426,0.005,15.058,0.007,16.162,0.003,15.469,0.003,15.131,0.004,15.888,0.002,15.362,0.008,15.500,0.023
PM I13410+0542B,14.0,Field,17.533,0.018,15.060,0.007,16.699,0.007,15.273,0.011,14.731,0.018,16.245,0.015,15.295,0.009,14.847,0.009,15.823,0.008,15.235,0.023,15.362,0.057
PM I13518+4157B,11.5,Field,21.5,0.5,14.082,0.003,15.509,0.003,14.282,0.005,13.778,0.008,15.079,0.005,14.289,0.003,13.874,0.005,14.723,0.003,14.232,0.008,14.359,0.019
PM I22118-1005B,11.5,Field,24.7,0.9,14.389,0.002,15.748,0.002,14.578,0.003,14.077,0.006,15.380,0.003,14.567,0.003,14.189,0.003,15.027,0.002,14.503,0.006,14.669,0.015
PM I23492+3458B,19.0,Field,32.675,0.026,15.212,0.004,16.812,0.003,15.542,0.008,14.712,0.007,16.723,0.011,15.298,0.003,14.862,0.004,15.983,0.004,15.202,0.009,15.671,0.038
PSO J004.1834+23.0741,20.0,Field,38.0,3.0,15.560,0.009,16.955,0.004,15.873,0.018,15.069,0.009,17.123,0.024,15.581,0.004,15.223,0.005,16.315,0.007,15.460,0.011,16.101,0.109
PSO J004.6359+56.8370,24.5,Young,47.0,4.0,16.197,0.013,16.717,0.003,16.584,0.028,15.481,0.010,17.846,0.033,15.987,0.005,15.737,0.006,16.700,0.008,16.156,0.015,16.951,0.164
PSO J005.6302-06.8669,23.0,Field,31.0,3.0,15.538,0.010,16.633,0.006,15.951,0.019,14.895,0.012,17.055,0.025,15.523,0.008,15.105,0.007,16.189,0.008,15.605,0.017,16.210,0.122
PSO J007.9194+33.5961,19.0,Field,45.0,4.0,15.065,0.006,16.799,0.007,15.387,0.010,14.605,0.011,16.522,0.014,15.281,0.006,14.746,0.007,15.905,0.007,15.156,0.017,15.507,0.048
PSO J031.5651+20.9097,25.5,Field,37.0,2.2,17.196,0.035,17.365,0.007,17.780,0.073,16.266,0.038,18.910,0.088,16.706,0.021,16.586,0.025,17.466,0.021,16.964,0.052,18.288,0.498
PSO J039.6352-21.7746,12.6,Young,26.6,0.3,14.094,0.005,15.039,0.002,14.275,0.009,13.784,0.007,15.015,0.008,14.090,0.003,13.890,0.003,14.611,0.004,13.973,0.007,14.388,0.062
PSO J041.5426+01.9456,18.5,Field,33.2,2.4,15.556,0.004,17.346,0.007,15.915,0.009,15.039,0.010,17.135,0.017,15.742,0.006,15.195,0.005,16.420,0.006,15.662,0.014,16.190,0.051
PSO J043.5395+02.3995,28.0,Field,146.1,1.5,16.756,0.032,16.525,0.003,17.665,0.106,15.803,0.016,18.910,0.130,15.975,0.006,16.033,0.009,16.726,0.011,17.275,0.044,17.974,0.938
PSO J052.2746+13.3754,23.5,Young,44.0,3.0,16.052,0.013,16.767,0.004,16.420,0.024,15.337,0.016,17.523,0.036,15.712,0.006,15.584,0.010,16.489,0.010,15.701,0.016,17.379,0.257
PSO J052.7214-03.8409,19.0,Field,59.0,3.0,15.009,0.003,16.706,0.003,15.369,0.004,14.487,0.006,16.705,0.006,15.145,0.003,14.648,0.003,15.890,0.003,15.028,0.008,15.510,0.015
PSO J057.2893+15.2433,17.0,Field,25.6,2.0,15.372,0.004,17.979,0.008,15.697,0.008,15.009,0.007,17.176,0.016,15.985,0.006,15.099,0.003,16.626,0.006,15.871,0.013,15.701,0.037
PSO J071.8769-12.2713,22.0,Field,23.0,4.0,16.062,0.016,17.125,0.010,16.444,0.031,15.443,0.026,17.476,0.040,15.974,0.015,15.624,0.014,16.669,0.015,15.943,0.039,17.026,0.246
PSO J076.7092+52.6087,24.5,Field,61.0,3.0,15.686,0.008,15.983,0.003,16.172,0.016,14.881,0.012,17.379,0.028,15.259,0.006,15.136,0.007,16.025,0.007,15.457,0.019,16.439,0.089
PSO J077.1034+24.3810,12.0,Young,10.5,1.1,16.006,0.007,17.381,0.005,16.188,0.010,15.752,0.012,17.034,0.011,16.245,0.007,15.836,0.007,16.714,0.007,16.107,0.015,16.293,0.054
PSO J087.7749-12.6537,18.0,Field,35.0,3.0,15.194,0.007,17.016,0.006,15.507,0.012,14.759,0.012,16.684,0.016,15.440,0.007,14.885,0.007,16.067,0.007,15.347,0.020,15.548,0.059
PSO J088.5709-00.1430,24.5,Field,32.0,3.0,16.170,0.007,16.636,0.003,16.592,0.014,15.428,0.009,17.740,0.017,15.843,0.004,15.674,0.005,16.567,0.005,16.029,0.016,16.907,0.100
PSO J089.1751-09.4513,25.5,Field,44.3,2.5,17.027,0.095,16.978,0.010,17.514,0.222,16.274,0.093,18.132,0.131,16.327,0.030,16.449,0.055,17.004,0.036,16.731,0.113,19.329,7.082
PSO J117.0600-01.6779,25.5,Field,43.0,4.0,16.690,0.025,16.928,0.007,17.383,0.056,15.746,0.022,18.439,0.082,16.339,0.016,16.046,0.017,17.030,0.015,16.940,0.058,17.791,0.388
PSO J127.4696+10.5777,14.0,Young,10.6,0.9,15.727,0.004,17.453,0.004,15.984,0.007,15.346,0.007,17.036,0.009,15.990,0.004,15.474,0.004,16.561,0.004,15.880,0.010,16.123,0.048
PSO J127.5648-11.1861,23.0,Field,43.0,4.0,15.680,0.010,16.210,0.003,16.029,0.016,14.972,0.011,17.040,0.018,15.188,0.005,15.209,0.007,15.918,0.005,15.253,0.014,16.495,0.101
PSO J135.0395+32.0845,11.5,Field,14.4,1.2,14.727,0.004,16.111,0.003,14.869,0.006,14.503,0.004,15.694,0.007,14.953,0.002,14.591,0.002,15.383,0.003,14.885,0.006,14.749,0.034
PSO J135.7840+16.9932,20.0,Field,19.0,5.0,15.575,0.009,16.929,0.005,15.880,0.016,15.066,0.014,16.955,0.022,15.632,0.008,15.250,0.009,16.276,0.008,15.593,0.020,16.228,0.089
PSO J136.5380-14.3267,23.5,Field,37.0,4.0,16.414,0.018,16.982,0.006,16.896,0.040,15.650,0.020,18.116,0.060,15.965,0.010,15.866,0.011,16.800,0.013,15.967,0.022,17.729,0.337
PSO J136.5494-06.1944,12.0,Field,30.8,0.5,13.996,0.002,15.145,0.002,14.187,0.003,13.654,0.006,14.967,0.004,14.059,0.003,13.777,0.003,14.549,0.002,14.009,0.006,14.307,0.013
PSO J149.0341-14.7857,19.0,Field,65.0,3.0,14.817,0.006,16.497,0.005,15.157,0.010,14.298,0.010,16.500,0.017,14.921,0.005,14.460,0.006,15.665,0.006,14.796,0.013,15.304,0.045
PSO J149.1907-19.1730,15.0,Young,32.0,0.8,14.296,0.004,15.586,0.003,14.544,0.006,13.864,0.008,15.503,0.008,14.286,0.003,14.014,0.004,14.899,0.003,14.204,0.008,14.694,0.034
PSO J159.2399-26.3885,21.5,Field,16.0,3.0,15.874,0.011,17.117,0.006,16.208,0.022,15.342,0.020,17.331,0.029,15.831,0.009,15.500,0.010,16.514,0.011,15.806,0.023,16.450,0.138
PSO J160.0416-21.3281,22.0,Field,33.0,5.0,15.861,0.007,17.008,0.003,16.204,0.013,15.288,0.008,17.331,0.017,15.843,0.004,15.481,0.004,16.511,0.005,15.884,0.012,16.349,0.078
PSO J180.1475-28.6160,20.0,Field,41.0,5.0,15.024,0.006,16.364,0.004,15.283,0.011,14.530,0.010,16.274,0.014,14.992,0.005,14.711,0.005,15.626,0.006,14.923,0.010,15.562,0.073
PSO J201.0320+19.1072,23.5,Field,34.0,4.0,15.816,0.004,16.093,0.002,16.211,0.008,15.094,0.007,17.268,0.010,15.413,0.003,15.340,0.004,16.151,0.003,15.506,0.007,16.418,0.048
PSO J202.1635-03.7660,24.5,Field,31.7,2.4,16.912,0.023,17.400,0.007,17.370,0.046,16.085,0.030,18.747,0.068,16.523,0.013,16.367,0.017,17.333,0.016,16.714,0.036,17.633,0.254
PSO J207.7496+29.4240,20.0,Field,27.3,1.9,15.918,0.005,17.779,0.006,16.283,0.009,15.416,0.012,17.662,0.015,16.253,0.007,15.571,0.006,16.929,0.006,16.218,0.018,16.417,0.048
PSO J224.3820+47.4057,27.0,Field,49.5,2.9,17.335,0.020,17.613,0.005,18.003,0.043,16.458,0.031,19.557,0.092,17.125,0.015,16.737,0.017,17.854,0.015,17.813,0.076,17.731,0.127
PSO J237.1471-23.1489,7.0,Young,5.5,0.5,13.950,0.002,15.119,0.003,14.080,0.003,13.783,0.005,14.736,0.004,14.179,0.002,13.835,0.003,14.514,0.002,14.086,0.007,14.095,0.019
PSO J247.3273+03.5932,22.0,Field,81.0,3.0,14.518,0.002,15.576,0.002,14.851,0.004,13.917,0.005,16.183,0.007,14.305,0.002,14.117,0.003,15.117,0.002,14.221,0.005,15.106,0.029
PSO J258.2413+06.7612,20.0,Field,36.0,3.0,15.160,0.004,16.537,0.003,15.491,0.007,14.664,0.008,16.558,0.008,15.309,0.005,14.822,0.004,15.908,0.004,15.309,0.012,15.625,0.033
PSO J272.0887-04.9943,21.5,Field,42.8,2.0,16.207,0.004,17.442,0.004,16.568,0.007,15.644,0.009,17.917,0.013,16.146,0.004,15.809,0.004,16.937,0.005,16.074,0.009,16.854,0.042
PSO J276.8234+22.4380,19.0,Field,25.0,3.0,15.278,0.007,17.027,0.008,15.588,0.012,14.807,0.010,16.850,0.021,15.470,0.006,14.965,0.005,16.147,0.008,15.408,0.016,15.862,0.078
PSO J318.4243+35.1277,10.9,Young,32.71,0.3,13.130,0.002,14.622,0.002,13.337,0.002,12.829,0.004,14.257,0.004,13.357,0.002,12.927,0.002,13.860,0.002,13.260,0.005,13.390,0.012
PSO J318.5338-22.8603,17.0,Young,45.1,1.7,14.914,0.003,17.757,0.007,15.320,0.005,14.425,0.006,16.985,0.011,15.578,0.005,14.572,0.003,16.295,0.005,15.438,0.011,15.384,0.023
PSO J319.3102-29.6682,20.0,Field,76.0,4.0,14.537,0.009,15.912,0.005,14.824,0.017,14.039,0.015,15.904,0.021,14.501,0.006,14.200,0.008,15.168,0.007,14.436,0.015,15.053,0.107
PSO J346.5281-15.9406,17.0,Field,24.0,4.0,15.090,0.005,17.075,0.006,15.394,0.007,14.675,0.010,16.641,0.011,15.424,0.006,14.808,0.005,16.065,0.006,15.315,0.012,15.460,0.039
PSO J353.6355+13.2209,18.0,Field,23.0,6.0,15.171,0.003,17.066,0.005,15.509,0.005,14.703,0.007,16.738,0.009,15.442,0.005,14.844,0.004,16.095,0.004,15.344,0.012,15.680,0.027
RG 0050-2722,8.0,Field,40.19,0.18,12.793,0.006,13.883,0.002,12.932,0.011,12.577,0.005,13.563,0.010,12.928,0.002,12.650,0.003,13.302,0.005,12.845,0.005,12.899,0.063
Ross 458C,28.0,Young,86.9,0.12,16.650,0.103,17.316,0.004,17.719,0.422,15.697,0.021,19.495,0.132,16.641,0.009,15.914,0.010,17.368,0.012,17.904,0.068,18.382,7.350
SDSS J000013.54+255418.6,24.5,Field,70.8,1.9,14.970,0.003,15.309,0.002,15.354,0.006,14.252,0.005,16.570,0.012,14.519,0.003,14.490,0.003,15.274,0.003,14.648,0.007,15.512,0.046
SDSS J001637.62-103911.2,10.0,Field,15.9,0.7,14.668,0.003,15.867,0.002,14.805,0.004,14.461,0.007,15.469,0.005,14.833,0.003,14.531,0.004,15.203,0.003,14.755,0.009,14.898,0.024
SDSS J001911.65+003017.8,11.0,Field,25.5,0.5,13.863,0.002,15.252,0.002,14.023,0.003,13.608,0.004,14.827,0.003,14.068,0.002,13.701,0.002,14.504,0.002,13.983,0.005,14.064,0.016
SDSS J002209.31-011040.2,10.0,Field,14.5,0.8,14.907,0.002,15.973,0.002,15.043,0.003,14.693,0.006,15.690,0.003,15.029,0.002,14.770,0.003,15.424,0.002,14.926,0.007,15.119,0.017
SDSS J003843.99+134339.5,11.0,Field,11.5,1.1,15.084,0.002,16.298,0.002,15.255,0.003,14.795,0.006,15.997,0.003,15.206,0.002,14.899,0.003,15.654,0.002,15.115,0.006,15.357,0.017
SDSS J004154.54+134135.5,10.0,Field,32.6,0.3,13.567,0.002,14.729,0.002,13.744,0.003,13.288,0.006,14.468,0.004,13.690,0.003,13.382,0.003,14.139,0.002,13.596,0.007,13.838,0.015
SDSS J005705.55-084624.2,10.0,Field,12.3,1.3,14.751,0.003,15.948,0.003,14.911,0.004,14.492,0.006,15.615,0.005,14.900,0.003,14.586,0.003,15.309,0.002,14.806,0.008,14.990,0.021
SDSS J011912.22+240331.6,22.0,Field,28.9,2.9,16.508,0.010,17.507,0.007,16.823,0.015,15.903,0.015,18.051,0.023,16.322,0.010,16.130,0.009,17.092,0.008,16.279,0.023,16.936,0.069
SDSS J015141.69+124429.6,21.0,Field,47.0,3.0,15.618,0.004,16.816,0.003,15.888,0.007,15.128,0.008,16.902,0.012,15.471,0.003,15.280,0.005,16.137,0.004,15.383,0.007,16.001,0.047
SDSS J015354.23+140452.9,10.0,Field,20.5,0.5,14.265,0.002,15.435,0.002,14.397,0.002,14.055,0.005,15.048,0.003,14.436,0.002,14.137,0.002,14.796,0.002,14.350,0.006,14.397,0.011
